class,label,concept
giraffe,30,ground
giraffe,30,timid
giraffe,30,group
wolf,31,black
wolf,31,white
wolf,31,brown
wolf,31,gray
wolf,31,furry
wolf,31,big
wolf,31,lean
wolf,31,pads
wolf,31,paws
wolf,31,tail
wolf,31,chewteeth
wolf,31,meatteeth
wolf,31,claws
wolf,31,walks
wolf,31,fast
wolf,31,strong
wolf,31,muscle
wolf,31,quadrapedal
wolf,31,active
wolf,31,nocturnal
wolf,31,agility
wolf,31,meat
wolf,31,forager
wolf,31,hunter
wolf,31,scavenger
wolf,31,stalker
wolf,31,newworld
wolf,31,oldworld
wolf,31,arctic
wolf,31,plains
wolf,31,forest
wolf,31,mountains
wolf,31,ground
wolf,31,cave
wolf,31,fierce
wolf,31,smart
wolf,31,group
wolf,31,solitary
chihuahua,32,black
chihuahua,32,brown
chihuahua,32,gray
chihuahua,32,furry
chihuahua,32,small
chihuahua,32,lean
chihuahua,32,pads
chihuahua,32,paws
chihuahua,32,tail
chihuahua,32,meatteeth
chihuahua,32,claws
chihuahua,32,smelly
chihuahua,32,walks
chihuahua,32,fast
chihuahua,32,weak
chihuahua,32,quadrapedal
chihuahua,32,active
chihuahua,32,meat
chihuahua,32,newworld
chihuahua,32,oldworld
chihuahua,32,ground
chihuahua,32,fierce
chihuahua,32,timid
chihuahua,32,smart
chihuahua,32,solitary
chihuahua,32,domestic
rat,33,black
rat,33,white
rat,33,brown
rat,33,gray
rat,33,furry
rat,33,small
rat,33,bulbous
rat,33,lean
rat,33,paws
rat,33,tail
rat,33,meatteeth
rat,33,buckteeth
rat,33,claws
rat,33,smelly
rat,33,tunnels
rat,33,walks
rat,33,fast
rat,33,quadrapedal
rat,33,active
rat,33,nocturnal
rat,33,hibernate
rat,33,agility
rat,33,meat
rat,33,insects
rat,33,forager
rat,33,hunter
rat,33,scavenger
rat,33,newworld
rat,33,oldworld
rat,33,plains
rat,33,forest
rat,33,fields
rat,33,ground
rat,33,fierce
rat,33,smart
rat,33,solitary
rat,33,nestspot
weasel,34,black
weasel,34,brown
weasel,34,gray
weasel,34,furry
weasel,34,small
weasel,34,lean
weasel,34,paws
weasel,34,tail
weasel,34,chewteeth
weasel,34,meatteeth
weasel,34,claws
weasel,34,smelly
weasel,34,tunnels
weasel,34,walks
weasel,34,fast
weasel,34,muscle
weasel,34,quadrapedal
weasel,34,active
weasel,34,nocturnal
weasel,34,agility
weasel,34,meat
weasel,34,forager
weasel,34,hunter
weasel,34,newworld
weasel,34,oldworld
weasel,34,forest
weasel,34,fields
weasel,34,ground
weasel,34,fierce
weasel,34,smart
weasel,34,solitary
otter,35,black
otter,35,brown
otter,35,furry
otter,35,small
otter,35,bulbous
otter,35,lean
otter,35,flippers
otter,35,paws
otter,35,tail
otter,35,chewteeth
otter,35,meatteeth
otter,35,buckteeth
otter,35,claws
otter,35,swims
otter,35,fast
otter,35,quadrapedal
otter,35,active
otter,35,agility
otter,35,fish
otter,35,hunter
otter,35,newworld
otter,35,oldworld
otter,35,arctic
otter,35,coastal
otter,35,forest
otter,35,ocean
otter,35,water
otter,35,timid
otter,35,smart
otter,35,solitary
otter,35,nestspot
buffalo,36,black
buffalo,36,brown
buffalo,36,furry
buffalo,36,toughskin
buffalo,36,big
buffalo,36,bulbous
buffalo,36,hooves
buffalo,36,chewteeth
buffalo,36,horns
buffalo,36,smelly
buffalo,36,walks
buffalo,36,fast
buffalo,36,slow
buffalo,36,strong
buffalo,36,muscle
buffalo,36,quadrapedal
buffalo,36,inactive
buffalo,36,vegetation
buffalo,36,forager
buffalo,36,grazer
buffalo,36,newworld
buffalo,36,plains
buffalo,36,ground
buffalo,36,fierce
buffalo,36,group
zebra,37,black
zebra,37,white
zebra,37,stripes
zebra,37,furry
zebra,37,toughskin
zebra,37,big
zebra,37,lean
zebra,37,hooves
zebra,37,longleg
zebra,37,longneck
zebra,37,tail
zebra,37,chewteeth
zebra,37,walks
zebra,37,fast
zebra,37,strong
zebra,37,muscle
zebra,37,quadrapedal
zebra,37,active
zebra,37,agility
zebra,37,vegetation
zebra,37,forager
zebra,37,grazer
zebra,37,oldworld
zebra,37,bush
zebra,37,plains
zebra,37,fields
zebra,37,ground
zebra,37,timid
zebra,37,smart
zebra,37,group
giant panda,38,black
giant panda,38,white
giant panda,38,patches
giant panda,38,spots
giant panda,38,furry
giant panda,38,big
giant panda,38,bulbous
giant panda,38,pads
giant panda,38,paws
giant panda,38,chewteeth
giant panda,38,buckteeth
giant panda,38,claws
giant panda,38,walks
giant panda,38,slow
giant panda,38,strong
giant panda,38,bipedal
giant panda,38,quadrapedal
giant panda,38,inactive
giant panda,38,fish
giant panda,38,vegetation
giant panda,38,forager
giant panda,38,grazer
giant panda,38,newworld
giant panda,38,oldworld
giant panda,38,bush
giant panda,38,forest
giant panda,38,jungle
giant panda,38,ground
giant panda,38,tree
giant panda,38,timid
giant panda,38,smart
giant panda,38,group
giant panda,38,solitary
giant panda,38,nestspot
giant panda,38,domestic
deer,39,brown
deer,39,patches
deer,39,spots
deer,39,furry
deer,39,big
deer,39,lean
deer,39,hooves
deer,39,longleg
deer,39,longneck
deer,39,tail
deer,39,chewteeth
deer,39,horns
deer,39,walks
deer,39,fast
deer,39,strong
deer,39,muscle
deer,39,quadrapedal
deer,39,active
deer,39,agility
deer,39,vegetation
deer,39,forager
deer,39,grazer
deer,39,newworld
deer,39,oldworld
deer,39,plains
deer,39,forest
deer,39,fields
deer,39,mountains
deer,39,ground
deer,39,timid
deer,39,smart
deer,39,group
deer,39,nestspot
bobcat,40,brown
bobcat,40,orange
bobcat,40,yellow
bobcat,40,spots
bobcat,40,furry
bobcat,40,small
bobcat,40,lean
bobcat,40,pads
bobcat,40,paws
bobcat,40,tail
bobcat,40,meatteeth
bobcat,40,claws
bobcat,40,walks
bobcat,40,fast
bobcat,40,strong
bobcat,40,muscle
bobcat,40,quadrapedal
bobcat,40,active
bobcat,40,hibernate
bobcat,40,agility
bobcat,40,meat
bobcat,40,forager
bobcat,40,hunter
bobcat,40,stalker
bobcat,40,newworld
bobcat,40,oldworld
bobcat,40,plains
bobcat,40,forest
bobcat,40,mountains
bobcat,40,ground
bobcat,40,tree
bobcat,40,cave
bobcat,40,fierce
bobcat,40,smart
bobcat,40,solitary
pig,41,black
pig,41,white
pig,41,brown
pig,41,gray
pig,41,patches
pig,41,spots
pig,41,hairless
pig,41,toughskin
pig,41,big
pig,41,bulbous
pig,41,hooves
pig,41,tail
pig,41,chewteeth
pig,41,smelly
pig,41,walks
pig,41,slow
pig,41,strong
pig,41,quadrapedal
pig,41,inactive
pig,41,vegetation
pig,41,forager
pig,41,newworld
pig,41,oldworld
pig,41,fields
pig,41,ground
pig,41,fierce
pig,41,timid
pig,41,smart
pig,41,group
pig,41,domestic
lion,42,brown
lion,42,yellow
lion,42,furry
lion,42,big
lion,42,bulbous
lion,42,lean
lion,42,pads
lion,42,paws
lion,42,tail
lion,42,meatteeth
lion,42,claws
lion,42,smelly
lion,42,walks
lion,42,fast
lion,42,strong
lion,42,muscle
lion,42,quadrapedal
lion,42,active
lion,42,inactive
lion,42,agility
lion,42,meat
lion,42,forager
lion,42,hunter
lion,42,stalker
lion,42,oldworld
lion,42,desert
lion,42,bush
lion,42,forest
lion,42,jungle
lion,42,mountains
lion,42,ground
lion,42,fierce
lion,42,smart
lion,42,group
lion,42,nestspot
mouse,43,white
mouse,43,brown
mouse,43,gray
mouse,43,furry
mouse,43,small
mouse,43,paws
mouse,43,tail
mouse,43,chewteeth
mouse,43,buckteeth
mouse,43,smelly
mouse,43,tunnels
mouse,43,walks
mouse,43,fast
mouse,43,weak
mouse,43,quadrapedal
mouse,43,active
mouse,43,nocturnal
mouse,43,hibernate
mouse,43,agility
mouse,43,vegetation
mouse,43,grazer
mouse,43,scavenger
mouse,43,newworld
mouse,43,oldworld
mouse,43,plains
mouse,43,forest
mouse,43,fields
mouse,43,ground
mouse,43,timid
mouse,43,group
mouse,43,nestspot
mouse,43,domestic
polar bear,44,white
polar bear,44,furry
polar bear,44,toughskin
polar bear,44,big
polar bear,44,bulbous
polar bear,44,pads
polar bear,44,paws
polar bear,44,chewteeth
polar bear,44,meatteeth
polar bear,44,claws
